id,language,Autoria,task_type,html_url,repo_url
3542915342,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/169,https://api.github.com/repos/lgalvao/sgc
3506350337,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/45,https://api.github.com/repos/lgalvao/sgc
3252162517,Java,Google_Jules,docs,https://github.com/YerayAR/containerized-jsf-springboot-postgresql-app/pull/13,https://api.github.com/repos/YerayAR/containerized-jsf-springboot-postgresql-app
3506349937,Java,Google_Jules,feat,https://github.com/RalphEng/experiment-jules-surverytool/pull/1,https://api.github.com/repos/RalphEng/experiment-jules-surverytool
3506380828,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/46,https://api.github.com/repos/lgalvao/sgc
3506382076,Java,Google_Jules,chore,https://github.com/Saphri/quarkus-logbook/pull/13,https://api.github.com/repos/Saphri/quarkus-logbook
3360155024,Java,Google_Jules,feat,https://github.com/selvester69/survery-demo/pull/7,https://api.github.com/repos/selvester69/survery-demo
3359914730,Java,Google_Jules,feat,https://github.com/selvester69/survery-demo/pull/6,https://api.github.com/repos/selvester69/survery-demo
3360351398,Java,Google_Jules,feat,https://github.com/selvester69/survery-demo/pull/8,https://api.github.com/repos/selvester69/survery-demo
3506394419,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/47,https://api.github.com/repos/lgalvao/sgc
3386299985,Java,Google_Jules,feat,https://github.com/arabssm/muldum-back-v2/pull/115,https://api.github.com/repos/arabssm/muldum-back-v2
3369841386,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/7,https://api.github.com/repos/misterballzach/chattyplus
3369858360,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/8,https://api.github.com/repos/misterballzach/chattyplus
3369901049,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/9,https://api.github.com/repos/misterballzach/chattyplus
3369929437,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/10,https://api.github.com/repos/misterballzach/chattyplus
3370135483,Java,Google_Jules,chore,https://github.com/FranDevelopSpain/ContestCakeApp/pull/1,https://api.github.com/repos/FranDevelopSpain/ContestCakeApp
3522967214,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/94,https://api.github.com/repos/lgalvao/sgc
3522901646,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/93,https://api.github.com/repos/lgalvao/sgc
3523120813,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/95,https://api.github.com/repos/lgalvao/sgc
3532734650,Java,Google_Jules,feat,https://github.com/echoworx-johnfleming/ldaptestcontainer/pull/2,https://api.github.com/repos/echoworx-johnfleming/ldaptestcontainer
3436819621,Java,Google_Jules,feat,https://github.com/cmwen/AntennaPod/pull/4,https://api.github.com/repos/cmwen/AntennaPod
3436921854,Java,Google_Jules,chore,https://github.com/Tyler-Cash/peep-bot/pull/49,https://api.github.com/repos/Tyler-Cash/peep-bot
3436966375,Java,Google_Jules,feat,https://github.com/Tyler-Cash/peep-bot/pull/51,https://api.github.com/repos/Tyler-Cash/peep-bot
3476969232,Java,Google_Jules,chore,https://github.com/jmasalma/AdhanAlarm/pull/16,https://api.github.com/repos/jmasalma/AdhanAlarm
3477293957,Java,Google_Jules,feat,https://github.com/B1Z0N/AntlrCalculator/pull/1,https://api.github.com/repos/B1Z0N/AntlrCalculator
3312125133,Java,Google_Jules,feat,https://github.com/mrKlar/DSCEnvisalink-BlueIris/pull/3,https://api.github.com/repos/mrKlar/DSCEnvisalink-BlueIris
3312225900,Java,Google_Jules,feat,https://github.com/mrKlar/DSCEnvisalink-BlueIris/pull/4,https://api.github.com/repos/mrKlar/DSCEnvisalink-BlueIris
3530257091,Java,Google_Jules,feat,https://github.com/datilmast3r/AlgoritmosAprendizajeAutomatico/pull/1,https://api.github.com/repos/datilmast3r/AlgoritmosAprendizajeAutomatico
3456487698,Java,Google_Jules,chore,https://github.com/eric-piwele/Data-Structures/pull/1,https://api.github.com/repos/eric-piwele/Data-Structures
3530282257,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/138,https://api.github.com/repos/lgalvao/sgc
3530329468,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/140,https://api.github.com/repos/lgalvao/sgc
3530304539,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/139,https://api.github.com/repos/lgalvao/sgc
3530344964,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/141,https://api.github.com/repos/lgalvao/sgc
3530358491,Java,Google_Jules,fix,https://github.com/Mostafa7000/PawAcademy/pull/2,https://api.github.com/repos/Mostafa7000/PawAcademy
3530372593,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/142,https://api.github.com/repos/lgalvao/sgc
3530397554,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/143,https://api.github.com/repos/lgalvao/sgc
3351357111,Java,Google_Jules,feat,https://github.com/navprisha/navcr-stocks/pull/9,https://api.github.com/repos/navprisha/navcr-stocks
3369356715,Java,Google_Jules,chore,https://github.com/sajidbaba1/Pos-system/pull/1,https://api.github.com/repos/sajidbaba1/Pos-system
3369427702,Java,Google_Jules,chore,https://github.com/sajidbaba1/Pos-system/pull/2,https://api.github.com/repos/sajidbaba1/Pos-system
3527752106,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/108,https://api.github.com/repos/lgalvao/sgc
3527632680,Java,Google_Jules,fix,https://github.com/cflewis/Space-Invaders-Enterprise-Edition/pull/9,https://api.github.com/repos/cflewis/Space-Invaders-Enterprise-Edition
3527806593,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/109,https://api.github.com/repos/lgalvao/sgc
3390269929,Java,Google_Jules,fix,https://github.com/APorkolab/baccaratio/pull/17,https://api.github.com/repos/APorkolab/baccaratio
3390323455,Java,Google_Jules,fix,https://github.com/APorkolab/baccaratio/pull/18,https://api.github.com/repos/APorkolab/baccaratio
3386810787,Java,Google_Jules,feat,https://github.com/adishri2005/abhayini/pull/2,https://api.github.com/repos/adishri2005/abhayini
3386870884,Java,Google_Jules,feat,https://github.com/yp44/beatfx/pull/1,https://api.github.com/repos/yp44/beatfx
3285445856,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/2,https://api.github.com/repos/gx-bangsong/GKUIClock
3285538064,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/3,https://api.github.com/repos/gx-bangsong/GKUIClock
3459651618,Java,Google_Jules,chore,https://github.com/MuhammadSaadSiddique/DiseaseWiseDietPlan/pull/4,https://api.github.com/repos/MuhammadSaadSiddique/DiseaseWiseDietPlan
3285581736,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/5,https://api.github.com/repos/gx-bangsong/GKUIClock
3285567489,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/4,https://api.github.com/repos/gx-bangsong/GKUIClock
3285753663,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/7,https://api.github.com/repos/gx-bangsong/GKUIClock
3285603056,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/6,https://api.github.com/repos/gx-bangsong/GKUIClock
3285757707,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/8,https://api.github.com/repos/gx-bangsong/GKUIClock
3285764235,Java,Google_Jules,feat,https://github.com/gx-bangsong/GKUIClock/pull/9,https://api.github.com/repos/gx-bangsong/GKUIClock
3317006676,Java,Google_Jules,fix,https://github.com/w3canvas/javacanvas/pull/28,https://api.github.com/repos/w3canvas/javacanvas
3317173226,Java,Google_Jules,feat,https://github.com/ran-su/try-jules/pull/2,https://api.github.com/repos/ran-su/try-jules
3317072215,Java,Google_Jules,feat,https://github.com/ran-su/try-jules/pull/1,https://api.github.com/repos/ran-su/try-jules
3317172311,Java,Google_Jules,fix,https://github.com/rkrysinski/unity/pull/1,https://api.github.com/repos/rkrysinski/unity
3317200329,Java,Google_Jules,feat,https://github.com/ran-su/try-jules/pull/3,https://api.github.com/repos/ran-su/try-jules
3529215454,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/126,https://api.github.com/repos/lgalvao/sgc
3529268140,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/128,https://api.github.com/repos/lgalvao/sgc
3529287513,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/129,https://api.github.com/repos/lgalvao/sgc
3529235718,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/127,https://api.github.com/repos/lgalvao/sgc
3529322545,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/130,https://api.github.com/repos/lgalvao/sgc
3407257328,Java,Google_Jules,docs,https://github.com/felipebehling/TucasDesk/pull/2,https://api.github.com/repos/felipebehling/TucasDesk
3407296435,Java,Google_Jules,fix,https://github.com/felipebehling/TucasDesk/pull/3,https://api.github.com/repos/felipebehling/TucasDesk
3407377806,Java,Google_Jules,feat,https://github.com/felipebehling/TucasDesk/pull/4,https://api.github.com/repos/felipebehling/TucasDesk
3407517535,Java,Google_Jules,chore,https://github.com/felipebehling/TucasDesk/pull/5,https://api.github.com/repos/felipebehling/TucasDesk
3538314956,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/159,https://api.github.com/repos/lgalvao/sgc
3538501442,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/160,https://api.github.com/repos/lgalvao/sgc
3298713487,Java,Google_Jules,docs,https://github.com/yult97/mowen-mcp-server-Java/pull/1,https://api.github.com/repos/yult97/mowen-mcp-server-Java
3298430772,Java,Google_Jules,feat,https://github.com/hughes036/rubberduck/pull/10,https://api.github.com/repos/hughes036/rubberduck
3298892151,Java,Google_Jules,feat,https://github.com/ambarishh/AutoCorrectWebService-Client/pull/1,https://api.github.com/repos/ambarishh/AutoCorrectWebService-Client
3546044043,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/173,https://api.github.com/repos/lgalvao/sgc
3546501498,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/174,https://api.github.com/repos/lgalvao/sgc
3357590003,Java,Google_Jules,chore,https://github.com/fren43051/Recruiting-Platform/pull/4,https://api.github.com/repos/fren43051/Recruiting-Platform
3413067415,Java,Google_Jules,chore,https://github.com/juherr/evolve/pull/91,https://api.github.com/repos/juherr/evolve
3357742636,Java,Google_Jules,fix,https://github.com/fren43051/Recruiting-Platform/pull/5,https://api.github.com/repos/fren43051/Recruiting-Platform
3517605964,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/80,https://api.github.com/repos/lgalvao/sgc
3368922247,Java,Google_Jules,chore,https://github.com/promoweb/cryptomni/pull/1,https://api.github.com/repos/promoweb/cryptomni
3368884510,Java,Google_Jules,chore,https://github.com/eeshunarayan15/spring-security-codehunt/pull/1,https://api.github.com/repos/eeshunarayan15/spring-security-codehunt
3381756644,Java,Google_Jules,feat,https://github.com/GyeRyak/TwitchUtils/pull/1,https://api.github.com/repos/GyeRyak/TwitchUtils
3381747529,Java,Google_Jules,feat,https://github.com/fhadsl/mysqlToAll/pull/3,https://api.github.com/repos/fhadsl/mysqlToAll
3542522801,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/165,https://api.github.com/repos/lgalvao/sgc
3542618345,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/166,https://api.github.com/repos/lgalvao/sgc
3307555181,Java,Google_Jules,chore,https://github.com/kgsanjay/hrms/pull/3,https://api.github.com/repos/kgsanjay/hrms
3307545022,Java,Google_Jules,chore,https://github.com/kgsanjay/hrms/pull/2,https://api.github.com/repos/kgsanjay/hrms
3515720424,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/77,https://api.github.com/repos/lgalvao/sgc
3515682576,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/76,https://api.github.com/repos/lgalvao/sgc
3515785878,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/78,https://api.github.com/repos/lgalvao/sgc
3370165045,Java,Google_Jules,chore,https://github.com/melasser22/newLms/pull/59,https://api.github.com/repos/melasser22/newLms
3408885071,Java,Google_Jules,fix,https://github.com/indra87g/refactored-waffle-nk/pull/7,https://api.github.com/repos/indra87g/refactored-waffle-nk
3408906581,Java,Google_Jules,fix,https://github.com/indra87g/refactored-waffle-nk/pull/8,https://api.github.com/repos/indra87g/refactored-waffle-nk
3408845844,Java,Google_Jules,chore,https://github.com/juherr/evolve/pull/90,https://api.github.com/repos/juherr/evolve
3380214530,Java,Google_Jules,feat,https://github.com/gamerastreator/ebook-manager/pull/2,https://api.github.com/repos/gamerastreator/ebook-manager
3462103431,Java,Google_Jules,fix,https://github.com/jmasalma/AdhanAlarm/pull/12,https://api.github.com/repos/jmasalma/AdhanAlarm
3462040666,Java,Google_Jules,chore,https://github.com/jmasalma/AdhanAlarm/pull/11,https://api.github.com/repos/jmasalma/AdhanAlarm
3462104419,Java,Google_Jules,fix,https://github.com/semiconc/oauth_server/pull/5,https://api.github.com/repos/semiconc/oauth_server
3462126296,Java,Google_Jules,fix,https://github.com/semiconc/oauth_server/pull/6,https://api.github.com/repos/semiconc/oauth_server
3462146873,Java,Google_Jules,fix,https://github.com/semiconc/oauth_server/pull/7,https://api.github.com/repos/semiconc/oauth_server
3390061886,Java,Google_Jules,fix,https://github.com/APorkolab/Truholdem/pull/4,https://api.github.com/repos/APorkolab/Truholdem
3390037219,Java,Google_Jules,feat,https://github.com/linskay/hr-assist/pull/1,https://api.github.com/repos/linskay/hr-assist
3462205836,Java,Google_Jules,chore,https://github.com/semiconc/oauth_server/pull/9,https://api.github.com/repos/semiconc/oauth_server
3391660674,Java,Google_Jules,docs,https://github.com/linskay/hr-assist/pull/7,https://api.github.com/repos/linskay/hr-assist
3390079957,Java,Google_Jules,fix,https://github.com/APorkolab/Truholdem/pull/5,https://api.github.com/repos/APorkolab/Truholdem
3524429546,Java,Google_Jules,feat,https://github.com/shotdevs/plus-home/pull/1,https://api.github.com/repos/shotdevs/plus-home
3460627855,Java,Google_Jules,fix,https://github.com/jmasalma/AdhanAlarm/pull/6,https://api.github.com/repos/jmasalma/AdhanAlarm
3460651229,Java,Google_Jules,feat,https://github.com/cbwinslow/OpenLegislation-local-dev/pull/2,https://api.github.com/repos/cbwinslow/OpenLegislation-local-dev
3460650079,Java,Google_Jules,feat,https://github.com/cbwinslow/OpenLegislation-local-dev/pull/1,https://api.github.com/repos/cbwinslow/OpenLegislation-local-dev
3082343713,Java,Google_Jules,chore,https://github.com/shimizu-ida/dokotsubu/pull/3,https://api.github.com/repos/shimizu-ida/dokotsubu
3520000647,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/88,https://api.github.com/repos/lgalvao/sgc
3520020279,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/89,https://api.github.com/repos/lgalvao/sgc
3520050101,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/90,https://api.github.com/repos/lgalvao/sgc
3520055999,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/91,https://api.github.com/repos/lgalvao/sgc
3520076146,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/92,https://api.github.com/repos/lgalvao/sgc
3507282144,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/52,https://api.github.com/repos/lgalvao/sgc
3349710526,Java,Google_Jules,fix,https://github.com/umjammer/rococoa/pull/30,https://api.github.com/repos/umjammer/rococoa
3306385223,Java,Google_Jules,feat,https://github.com/lockcd/jradius/pull/3,https://api.github.com/repos/lockcd/jradius
3306402203,Java,Google_Jules,chore,https://github.com/Aciam005/cli_game005/pull/1,https://api.github.com/repos/Aciam005/cli_game005
3306536887,Java,Google_Jules,fix,https://github.com/Amit1991/JavaMultithreadingFCC/pull/1,https://api.github.com/repos/Amit1991/JavaMultithreadingFCC
3306474926,Java,Google_Jules,chore,https://github.com/Aciam005/cli_game005/pull/2,https://api.github.com/repos/Aciam005/cli_game005
3306521356,Java,Google_Jules,chore,https://github.com/w3canvas/javacanvas/pull/1,https://api.github.com/repos/w3canvas/javacanvas
3306550818,Java,Google_Jules,feat,https://github.com/w3canvas/javacanvas/pull/2,https://api.github.com/repos/w3canvas/javacanvas
3529364077,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/132,https://api.github.com/repos/lgalvao/sgc
3529381371,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/133,https://api.github.com/repos/lgalvao/sgc
3459028269,Java,Google_Jules,chore,https://github.com/jmasalma/AdhanAlarm/pull/1,https://api.github.com/repos/jmasalma/AdhanAlarm
3459044424,Java,Google_Jules,feat,https://github.com/jmasalma/AdhanAlarm/pull/2,https://api.github.com/repos/jmasalma/AdhanAlarm
3459062879,Java,Google_Jules,feat,https://github.com/jmasalma/AdhanAlarm/pull/3,https://api.github.com/repos/jmasalma/AdhanAlarm
3315013046,Java,Google_Jules,fix,https://github.com/w3canvas/javacanvas/pull/18,https://api.github.com/repos/w3canvas/javacanvas
3506881917,Java,Google_Jules,chore,https://github.com/manbreal7/Android-work/pull/2,https://api.github.com/repos/manbreal7/Android-work
3414964016,Java,Google_Jules,docs,https://github.com/pdheeraj99/Spring-Guide/pull/11,https://api.github.com/repos/pdheeraj99/Spring-Guide
3415056969,Java,Google_Jules,docs,https://github.com/yamanakahirofumi/rogueb/pull/16,https://api.github.com/repos/yamanakahirofumi/rogueb
3415058845,Java,Google_Jules,feat,https://github.com/pdheeraj99/Spring-Guide/pull/12,https://api.github.com/repos/pdheeraj99/Spring-Guide
3415178334,Java,Google_Jules,feat,https://github.com/pdheeraj99/Spring-Guide/pull/14,https://api.github.com/repos/pdheeraj99/Spring-Guide
3415164810,Java,Google_Jules,feat,https://github.com/pdheeraj99/Spring-Guide/pull/13,https://api.github.com/repos/pdheeraj99/Spring-Guide
3415187503,Java,Google_Jules,feat,https://github.com/malusko/hello-world-jenkins/pull/1,https://api.github.com/repos/malusko/hello-world-jenkins
3398759538,Java,Google_Jules,chore,https://github.com/kavindu-sasmitha/FoodFarm/pull/1,https://api.github.com/repos/kavindu-sasmitha/FoodFarm
3549902562,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/176,https://api.github.com/repos/lgalvao/sgc
3326677108,Java,Google_Jules,fix,https://github.com/w3canvas/javacanvas/pull/45,https://api.github.com/repos/w3canvas/javacanvas
3326771124,Java,Google_Jules,chore,https://github.com/w3canvas/javacanvas/pull/46,https://api.github.com/repos/w3canvas/javacanvas
3326778389,Java,Google_Jules,feat,https://github.com/w3canvas/javacanvas/pull/47,https://api.github.com/repos/w3canvas/javacanvas
3326805646,Java,Google_Jules,docs,https://github.com/HoneyBerries/GemMod/pull/3,https://api.github.com/repos/HoneyBerries/GemMod
3326831479,Java,Google_Jules,fix,https://github.com/w3canvas/javacanvas/pull/48,https://api.github.com/repos/w3canvas/javacanvas
3326828767,Java,Google_Jules,docs,https://github.com/HoneyBerries/BetterSpawnProtect/pull/4,https://api.github.com/repos/HoneyBerries/BetterSpawnProtect
3326868135,Java,Google_Jules,fix,https://github.com/w3canvas/javacanvas/pull/49,https://api.github.com/repos/w3canvas/javacanvas
3326894399,Java,Google_Jules,fix,https://github.com/w3canvas/javacanvas/pull/50,https://api.github.com/repos/w3canvas/javacanvas
3486433502,Java,Google_Jules,fix,https://github.com/chatgpt888-lh/LHServDev/pull/1,https://api.github.com/repos/chatgpt888-lh/LHServDev
3486867438,Java,Google_Jules,feat,https://github.com/syskantechnosoft/springboot-elk-demo/pull/1,https://api.github.com/repos/syskantechnosoft/springboot-elk-demo
3341285054,Java,Google_Jules,fix,https://github.com/khaledosmanfathy/PromoCodeManagmentSystem/pull/1,https://api.github.com/repos/khaledosmanfathy/PromoCodeManagmentSystem
3341547338,Java,Google_Jules,feat,https://github.com/Samrhan/Estivate/pull/2,https://api.github.com/repos/Samrhan/Estivate
3365026588,Java,Google_Jules,feat,https://github.com/ingla2020/ej/pull/1,https://api.github.com/repos/ingla2020/ej
3365238712,Java,Google_Jules,feat,https://github.com/selvester69/survery-demo/pull/10,https://api.github.com/repos/selvester69/survery-demo
3384341890,Java,Google_Jules,feat,https://github.com/yp44/component-runtime/pull/2,https://api.github.com/repos/yp44/component-runtime
3329203073,Java,Google_Jules,docs,https://github.com/Up-Young/KGBuilder/pull/3,https://api.github.com/repos/Up-Young/KGBuilder
3511514975,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/66,https://api.github.com/repos/lgalvao/sgc
3511540667,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/67,https://api.github.com/repos/lgalvao/sgc
3511573410,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/68,https://api.github.com/repos/lgalvao/sgc
3511702860,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/69,https://api.github.com/repos/lgalvao/sgc
3399311176,Java,Google_Jules,feat,https://github.com/Cassander313/ttlock_flutter/pull/1,https://api.github.com/repos/Cassander313/ttlock_flutter
3399746888,Java,Google_Jules,docs,https://github.com/linskay/hr-assist/pull/12,https://api.github.com/repos/linskay/hr-assist
3399733738,Java,Google_Jules,feat,https://github.com/Cassander313/ttlock_flutter/pull/2,https://api.github.com/repos/Cassander313/ttlock_flutter
3508054036,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/59,https://api.github.com/repos/lgalvao/sgc
3508035067,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/58,https://api.github.com/repos/lgalvao/sgc
3328011607,Java,Google_Jules,feat,https://github.com/JordanScarrott/BlockStacker/pull/5,https://api.github.com/repos/JordanScarrott/BlockStacker
3507992113,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/57,https://api.github.com/repos/lgalvao/sgc
3328148324,Java,Google_Jules,feat,https://github.com/JordanScarrott/BlockStacker/pull/6,https://api.github.com/repos/JordanScarrott/BlockStacker
3328159545,Java,Google_Jules,feat,https://github.com/indigane/android-usb-cam-viewer/pull/1,https://api.github.com/repos/indigane/android-usb-cam-viewer
3328162369,Java,Google_Jules,chore,https://github.com/oshriagronov/brick-breaker/pull/1,https://api.github.com/repos/oshriagronov/brick-breaker
3328191368,Java,Google_Jules,feat,https://github.com/JordanScarrott/BlockStacker/pull/7,https://api.github.com/repos/JordanScarrott/BlockStacker
3443780203,Java,Google_Jules,feat,https://github.com/megadotnet/SpringBootAppSwaggerJavaClient/pull/1,https://api.github.com/repos/megadotnet/SpringBootAppSwaggerJavaClient
3443801922,Java,Google_Jules,chore,https://github.com/indra87g/waffle-core-nukkit/pull/2,https://api.github.com/repos/indra87g/waffle-core-nukkit
3414626311,Java,Google_Jules,fix,https://github.com/cmwen/AntennaPod/pull/1,https://api.github.com/repos/cmwen/AntennaPod
3443584129,Java,Google_Jules,chore,https://github.com/MovieAddict88/Cineraze-PHP-App/pull/1,https://api.github.com/repos/MovieAddict88/Cineraze-PHP-App
3323716878,Java,Google_Jules,chore,https://github.com/w3canvas/javacanvas/pull/36,https://api.github.com/repos/w3canvas/javacanvas
3323765059,Java,Google_Jules,chore,https://github.com/barottomartin/robotsimulator/pull/2,https://api.github.com/repos/barottomartin/robotsimulator
3484037590,Java,Google_Jules,feat,https://github.com/RamPrasadBidiyasar/InsightPulse/pull/2,https://api.github.com/repos/RamPrasadBidiyasar/InsightPulse
3323864277,Java,Google_Jules,chore,https://github.com/w3canvas/javacanvas/pull/37,https://api.github.com/repos/w3canvas/javacanvas
3437299105,Java,Google_Jules,chore,https://github.com/Razzeti/SnakeGame/pull/1,https://api.github.com/repos/Razzeti/SnakeGame
3501963622,Java,Google_Jules,chore,https://github.com/Saphri/quarkus-logbook/pull/10,https://api.github.com/repos/Saphri/quarkus-logbook
3437595989,Java,Google_Jules,feat,https://github.com/jmock-developers/jmock-library/pull/335,https://api.github.com/repos/jmock-developers/jmock-library
3502539070,Java,Google_Jules,chore,https://github.com/abdelkrimkr/App-UI-Designer/pull/1,https://api.github.com/repos/abdelkrimkr/App-UI-Designer
3437313696,Java,Google_Jules,chore,https://github.com/mahimmmm/Easy-Dokan-Java/pull/8,https://api.github.com/repos/mahimmmm/Easy-Dokan-Java
3437602311,Java,Google_Jules,chore,https://github.com/yewton/petclinic/pull/93,https://api.github.com/repos/yewton/petclinic
3423424980,Java,Google_Jules,chore,https://github.com/balajirajput96/accumulo-access/pull/1,https://api.github.com/repos/balajirajput96/accumulo-access
3423412040,Java,Google_Jules,feat,https://github.com/pdheeraj99/Spring-Guide/pull/40,https://api.github.com/repos/pdheeraj99/Spring-Guide
3423529577,Java,Google_Jules,feat,https://github.com/Vassopoli/vassopolibot-telegram/pull/1,https://api.github.com/repos/Vassopoli/vassopolibot-telegram
3423861457,Java,Google_Jules,chore,https://github.com/Vassopoli/vassopolibot-telegram/pull/2,https://api.github.com/repos/Vassopoli/vassopolibot-telegram
3423936199,Java,Google_Jules,feat,https://github.com/Vassopoli/vassopolibot-telegram/pull/4,https://api.github.com/repos/Vassopoli/vassopolibot-telegram
3423907457,Java,Google_Jules,feat,https://github.com/Vassopoli/vassopolibot-telegram/pull/3,https://api.github.com/repos/Vassopoli/vassopolibot-telegram
3423909865,Java,Google_Jules,chore,https://github.com/jmock-developers/jmock-library/pull/333,https://api.github.com/repos/jmock-developers/jmock-library
3391035437,Java,Google_Jules,chore,https://github.com/abhinandanpawar/Learning/pull/23,https://api.github.com/repos/abhinandanpawar/Learning
3391037391,Java,Google_Jules,chore,https://github.com/abhinandanpawar/Learning/pull/24,https://api.github.com/repos/abhinandanpawar/Learning
3391041205,Java,Google_Jules,chore,https://github.com/abhinandanpawar/Learning/pull/25,https://api.github.com/repos/abhinandanpawar/Learning
